baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DGC
17.972367363050854	2.0998826004070894	1.3922863822681792	1.5082260569022894	0.13149668051682856	0.20088087369275884	(AGly)Aac
18.241437862541314	6.5719023235890415	0.9735644228374492	6.750351768643375	1.4748713290454263e-11	1.222299613946397e-10	(AGly)Aac)-IVa
26.199851114554956	-0.02867615531445724	1.3996025729235069	-0.020488784365806173	0.9836534589794235	0.9866297175542478	(AGly)Aac3
0.07466113047880107	-1.2429599353538014	2.489354283997507	-0.4993101798904275	0.6175608846731004	NA	(AGly)Aac3-VIa
84299.4029157012	-12.236688378397135	1.4995631349781797	-8.16016884715907	3.3455658161343456e-16	4.107611363142724e-15	(AGly)Aac6-Aph2
47623.317002391574	-8.708064890665181	1.4040501249242445	-6.202103996205281	5.571324029538853e-10	3.5862017782371453e-9	(AGly)Aac6-Ii
68.88298286445628	5.892430272234793	0.856557754424429	6.879197861204653	6.01905119353086e-12	5.2508301859354736e-11	(AGly)Aac6-Im
0.0	0.0	0.0	0.0	1.0	NA	(AGly)Aac6-Iz
0.28543607697291384	-0.7352826488130537	2.4857524265444555	-0.2957988257242495	0.7673837198270804	0.8140406499925669	(AGly)AacA29b
0.008212878698044988	-1.4588782715219437	2.4903652684305806	-0.5858089534156263	0.5580039063069735	NA	(Agly)Aad9
3073.7703367367903	4.6869146651940765	0.8372695423910482	5.597856398561127	2.170183910214026e-8	1.1153735910634878e-7	(AGly)AadA
0.028598619521140706	-1.2033824642414908	2.4891852000361214	-0.48344432717341723	0.6287802806098112	NA	(AGly)AadA14
29.875803453441065	-1.0438404514888648	1.5210340606056727	-0.6862702673950705	0.49254269457731853	0.5852254596859537	(AGly)AadA4
33.302601605110624	-0.9612940373848786	1.523579271351939	-0.6309445497587272	0.5280767814092732	0.6127265346682651	(AGly)AadA5
116.04788373937944	8.995647421616068	1.039539079877383	8.65349614627007	4.994533063061618e-18	7.045479618744368e-17	(AGly)AadA9
0.09397582693497046	-0.9964257281372961	2.487886060297565	-0.40051099768536746	0.6887801848794166	NA	(AGly)AadB
0.016425757396089976	-1.3434397405620115	2.489805546295445	-0.5395761699386128	0.5894893543424033	NA	(AGly)AadC
4.4365019126939895	2.856233800044704	1.1969780939858812	2.3862039033091897	0.017023309576085912	0.03290511442841096	(AGly)AadD
0.09397582693497046	-0.9964257281372961	2.487886060297565	-0.40051099768536746	0.6887801848794166	NA	(AGly)Ant''Ia
0.18598748218281053	-0.2983916847825213	2.4807858617397205	-0.12028111308779622	0.9042604650550264	NA	(AGly)Ant4-IIb
78295.49855662281	-3.012323824839577	1.2210515410792226	-2.466991542533204	0.013625357573995842	0.02762572498947781	(AGly)Ant6-Ia
3792.7235393831643	10.92505335223261	0.7776700747604344	14.048442529562596	7.874685608872472e-45	2.6104582793412243e-42	(AGly)Ant6-Ib
263.49932910832473	3.7681220735933323	1.1103624701471368	3.393596392981482	6.898127672304462e-4	0.0017795558936723186	(AGly)Aph2-Ib
14.73532678401985	4.914245867597515	1.1568287185177102	4.2480323914281195	2.156562197082125e-5	7.078221468640835e-5	(AGly)Aph2''Ic
0.09795621464028127	-2.162645496766054	2.4883835905454657	-0.8690965110776959	0.3847943448749382	NA	(AGly)Aph2''Id
0.09795621464028127	-2.162645496766054	2.4883835905454657	-0.8690965110776959	0.3847943448749382	NA	(AGly)Aph2''Ie
305.81386882824347	8.163770493987423	0.7587817849761145	10.759049117453984	5.372161399769125e-27	1.9275011385771594e-25	(AGly)Aph3-Ia
40.01147069191742	-8.123389327875849	1.8442323488357195	-4.404753735614831	1.0590411725275672e-5	3.657001548884255e-5	(AGly)Aph3-IIb
79739.98901409617	-1.9583104348894929	1.0989770569606676	-1.7819393248348594	0.07475912678914474	0.12422381218346608	(AGly)Aph3-III
307.3629119209473	8.169130122027394	0.7597882548467418	10.751851018906843	5.808412300640191e-27	1.9275011385771594e-25	(AGly)Aph3''Ia
87.09042454469967	8.828790418570753	0.9412475789919262	9.379881144582985	6.604713848452827e-21	1.3269470550073407e-19	(AGly)Aph4-Ia
0.4208597741739066	0.5755052450721512	2.028404541418195	0.2837231101197282	0.7766225828941199	0.8212133532038302	(AGly)Aph6-I
0.20042057281724646	-0.23259272987832016	2.4799263274147125	-0.09379017727546557	0.9252758346873194	NA	(AGly)AphA15
4.820161788589916	4.152272418201147	1.0267237322095417	4.044196396693126	5.250289493721941e-5	1.5967623552007556e-4	(AGly)AphA2
1150.2409057236216	2.336804873715769	1.5826375160611903	1.4765256415325743	0.1398028369068791	0.21210361754979598	(AGly)ApmA
21.238059905840057	1.7808186394595489	1.585358761559373	1.1232906283672472	0.26131408270280154	0.35657776518262224	(AGly)NpmA
0.09178024134983653	-2.1394160670482143	2.4884864163390104	-0.8597258369590225	0.389940188993276	NA	(AGly)RmtD
0.09178024134983653	-2.1394160670482143	2.4884864163390104	-0.8597258369590225	0.389940188993276	NA	(AGly)RmtD2
124.13479158005363	5.8378750683588425	1.3774715818102452	4.23810926152598	2.2541007038370093e-5	7.325827287470281e-5	(AGly)RmtF
2.352351682152896	2.492554993585926	2.062721647841937	1.20838165255777	0.22690049380900465	0.31804445538133214	(AGly)RmtG
135.19136706726056	4.564033791429507	0.9461759887655219	4.823662664896213	1.409457181789987e-6	5.401561338304979e-6	(AGly)Sat-2A
4407.326156925579	0.3265953363782707	0.9854145532570191	0.3314293819781724	0.7403201742155456	0.7955000828788618	(AGly)Sat4A
